Tenure,CityTier,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
0.7079626242926971,1.0,1.0,3.0,4.0,3.0,0.9431809380942757,1.0,1.0,0.0,0.40443259456757213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,2.0,3.0,3.0,0.21235725311019937,1.0,2.0,0.5227579585747102,0.296672776759429,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,0.29372882297394876,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6621559286259782,3.0,1.0,3.0,4.0,2.0,0.21235725311019937,0.0,4.0,0.7937005259840999,0.6398378048103095,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.3183313678457733,2.0,1.0,3.0,3.0,5.0,0.5800551431734993,1.0,1.0,0.5227579585747102,0.22068544131533627,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,1.0,0.0,3.0,4.0,2.0,0.21235725311019937,1.0,1.0,0.0,0.2680664333722157,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,3.0,1.0,2.0,4.0,3.0,0.21235725311019937,1.0,1.0,0.5984084805885755,0.4245959006832195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,3.0,5.0,3.0,0.21235725311019937,1.0,1.0,0.7539474411291538,0.4429261789701717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.8494359467995735,1.0,0.0,3.0,3.0,4.0,0.9431809380942757,1.0,4.0,0.5984084805885755,0.381214242070766,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.3183313678457733,3.0,1.0,2.0,3.0,3.0,0.21235725311019937,1.0,1.0,0.0,0.19857801477531523,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,3.0,0.0,3.0,5.0,3.0,0.4799106264015933,1.0,2.0,0.5227579585747102,0.35877353774370946,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.76722388365781,1.0,1.0,2.0,5.0,2.0,0.36132088562135234,0.0,1.0,0.5984084805885755,0.6971060378825752,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.0,2.0,3.0,5.0,0.8170067533818015,0.0,1.0,0.6586337560083496,0.338832416819419,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.6366627356915466,3.0,1.0,3.0,3.0,4.0,0.21235725311019937,0.0,1.0,0.7539474411291538,0.5107482086318946,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6858241418122342,3.0,1.0,2.0,3.0,3.0,0.36132088562135234,1.0,4.0,0.7094917059851921,0.23362772871188137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5443389820889641,3.0,0.0,2.0,3.0,2.0,0.21235725311019937,0.0,3.0,0.7937005259840999,0.6053435538521358,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.40107239119071775,1.0,1.0,2.0,3.0,3.0,0.21235725311019937,0.0,1.0,0.8630543739971822,0.3454424262622896,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,2.0,4.0,3.0,0.36132088562135234,0.0,1.0,0.0,0.4461478642448481,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9891295738351419,1.0,0.0,3.0,4.0,4.0,0.5800551431734993,1.0,1.0,0.0,0.2913958784647004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.7485035874053629,3.0,1.0,3.0,4.0,2.0,0.8170067533818015,0.0,2.0,0.9227588444163398,0.7084930289396213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7079626242926971,3.0,0.0,3.0,3.0,3.0,0.7458709416978777,0.0,1.0,0.5227579585747102,0.22946175637393773,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,3.0,3.0,2.0,0.21235725311019937,0.0,2.0,0.5227579585747102,0.23457201577514855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6858241418122342,1.0,1.0,2.0,3.0,4.0,0.7458709416978777,0.0,2.0,0.5227579585747102,0.2179636727212132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3183313678457733,1.0,1.0,2.0,3.0,2.0,0.21235725311019937,0.0,1.0,0.5227579585747102,0.2562350719324557,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9891295738351419,1.0,1.0,2.0,2.0,2.0,0.4799106264015933,1.0,1.0,0.6586337560083496,0.6298394711992445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,3.0,4.0,3.0,0.21235725311019937,1.0,1.0,0.4149132666831218,0.2480697661500861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.76722388365781,1.0,1.0,2.0,3.0,3.0,0.5800551431734993,0.0,1.0,0.8298265333662436,0.24168194189857242,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.7079626242926971,3.0,0.0,2.0,4.0,2.0,0.5800551431734993,0.0,1.0,0.4149132666831218,0.5880131089262902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5443389820889641,1.0,1.0,2.0,3.0,3.0,0.4799106264015933,0.0,1.0,0.6586337560083496,0.27428761873021157,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,0.4149132666831218,0.27539854468699665,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,3.0,0.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.23468310837082706,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.4591132784909361,1.0,1.0,2.0,3.0,5.0,0.21235725311019937,0.0,6.0,0.8939035350965678,0.2761761928567461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.834264192788557,3.0,0.0,1.0,3.0,5.0,0.5800551431734993,1.0,1.0,0.5984084805885755,0.38360273287785374,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.9780148175761602,1.0,0.0,3.0,3.0,5.0,0.5800551431734993,1.0,2.0,0.5227579585747102,0.34199855579625615,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.5784464838569775,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.5227579585747102,0.24440371049269569,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,2.0,4.0,2.0,0.21235725311019937,0.0,1.0,0.0,0.16674998611342556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.7079626242926971,1.0,0.0,3.0,3.0,2.0,0.21235725311019937,0.0,2.0,0.4149132666831218,0.23262789535077485,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5053195481928564,1.0,0.0,3.0,3.0,2.0,0.8824357776518403,1.0,1.0,0.5227579585747102,0.3237793701049825,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.7079626242926971,1.0,0.0,3.0,3.0,4.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.2339054602010777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5053195481928564,3.0,0.0,2.0,3.0,4.0,0.21235725311019937,1.0,1.0,0.5227579585747102,0.27995334110981507,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.9052920656675771,1.0,1.0,2.0,4.0,3.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.31050380492140206,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9430554256938438,1.0,0.0,2.0,2.0,5.0,0.21235725311019937,0.0,1.0,0.5984084805885755,0.3527189912792313,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5784464838569775,1.0,0.0,2.0,3.0,4.0,0.21235725311019937,0.0,1.0,0.7539474411291538,0.25862356273954346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6089460000067677,1.0,1.0,2.0,4.0,3.0,0.21235725311019937,0.0,1.0,0.8630543739971822,0.6358384713658836,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9182265569818722,1.0,0.0,3.0,3.0,4.0,0.4799106264015933,0.0,2.0,0.0,0.868410820418819,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7079626242926971,1.0,0.0,2.0,3.0,4.0,0.21235725311019937,0.0,1.0,0.5984084805885755,0.23212797867022159,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,2.0,4.0,3.0,0.4799106264015933,1.0,1.0,0.4149132666831218,0.4341498639115703,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.6858241418122342,1.0,1.0,2.0,2.0,2.0,0.5800551431734993,0.0,2.0,0.5227579585747102,0.22157418208076424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.6858241418122342,1.0,1.0,3.0,2.0,5.0,0.21235725311019937,1.0,1.0,0.7937005259840999,0.30350497139365656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6366627356915466,1.0,0.0,2.0,3.0,4.0,0.6675930426711991,0.0,1.0,0.5227579585747102,0.35133033383325,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.7850726630193806,1.0,0.0,2.0,3.0,3.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.39798922401821923,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.7079626242926971,1.0,1.0,2.0,3.0,3.0,0.9431809380942757,0.0,1.0,0.0,0.46953285563517194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.7079626242926971,1.0,1.0,2.0,3.0,2.0,0.4799106264015933,0.0,1.0,0.7937005259840999,0.4533133366661113,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,2.0,4.0,5.0,0.6675930426711991,0.0,2.0,0.0,0.34427595400766536,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.8919770128851845,1.0,1.0,3.0,3.0,2.0,0.21235725311019937,1.0,1.0,0.7937005259840999,0.4834749763928234,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.6089460000067677,1.0,1.0,2.0,3.0,3.0,0.21235725311019937,1.0,2.0,0.0,0.3174470921513082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.7485035874053629,1.0,1.0,2.0,3.0,2.0,0.8824357776518403,1.0,3.0,0.7937005259840999,0.2577903682719547,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3183313678457733,1.0,1.0,3.0,3.0,5.0,0.8170067533818015,1.0,1.0,0.0,0.47619841137588176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,3.0,0.0,2.0,3.0,2.0,0.21235725311019937,0.0,1.0,0.8630543739971822,0.5298561350885963,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,1.0,2.0,2.0,4.0,0.21235725311019937,1.0,2.0,0.5227579585747102,0.23484974726434488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.7079626242926971,1.0,0.0,3.0,3.0,2.0,0.21235725311019937,0.0,1.0,0.7937005259840999,0.22512914514247628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7485035874053629,1.0,1.0,3.0,4.0,2.0,0.9431809380942757,0.0,1.0,0.5227579585747102,0.3763817141587513,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.8494359467995735,1.0,1.0,3.0,3.0,5.0,0.8170067533818015,0.0,1.0,0.5984084805885755,0.627450980392157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.4591132784909361,1.0,1.0,2.0,4.0,3.0,0.21235725311019937,0.0,5.0,0.8298265333662436,0.5762372937843694,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,3.0,0.0,2.0,3.0,3.0,0.21235725311019937,0.0,1.0,0.7937005259840999,0.6599455646281176,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.9182265569818722,1.0,1.0,2.0,4.0,4.0,0.6675930426711991,0.0,4.0,0.7937005259840999,0.7993112259067933,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,2.0,3.0,5.0,0.6675930426711991,1.0,1.0,0.6586337560083496,0.2531244792534577,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.76722388365781,3.0,0.0,3.0,3.0,2.0,0.4799106264015933,1.0,2.0,0.0,0.8604676998278067,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,3.0,0.0,2.0,4.0,5.0,0.6675930426711991,0.0,1.0,0.4149132666831218,0.4774759762261846,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3183313678457733,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.7094917059851921,0.21985224684774768,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.95499410353732,3.0,0.0,2.0,3.0,5.0,0.36132088562135234,0.0,1.0,0.7094917059851921,0.43548297505971234,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6621559286259782,1.0,1.0,3.0,3.0,4.0,0.8824357776518403,0.0,3.0,0.7937005259840999,0.43403877131589175,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5784464838569775,1.0,0.0,2.0,4.0,4.0,0.7458709416978777,0.0,1.0,0.4149132666831218,0.25118035882908407,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6858241418122342,1.0,1.0,2.0,3.0,2.0,0.21235725311019937,1.0,1.0,0.7937005259840999,0.7823696050658226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7079626242926971,3.0,1.0,3.0,3.0,3.0,0.0,0.0,5.0,0.9755999563475575,0.6948286396711658,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5053195481928564,1.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,0.6586337560083496,0.3468866300061101,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6858241418122342,1.0,1.0,3.0,4.0,2.0,0.4799106264015933,0.0,1.0,0.0,0.22646225629061828,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.40107239119071775,3.0,0.0,2.0,3.0,2.0,0.21235725311019937,0.0,4.0,0.4149132666831218,0.5453535521857469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6366627356915466,3.0,0.0,3.0,3.0,3.0,0.21235725311019937,0.0,1.0,0.8298265333662436,0.5937343776037327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,2.0,4.0,2.0,0.21235725311019937,1.0,1.0,0.4149132666831218,0.23823807143253894,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.930806566210606,1.0,0.0,2.0,4.0,2.0,0.8170067533818015,0.0,2.0,0.5227579585747102,0.283952674554241,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6858241418122342,2.0,1.0,2.0,3.0,3.0,0.8824357776518403,0.0,2.0,0.5227579585747102,0.23146142309615056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,2.0,3.0,2.0,0.6675930426711991,1.0,1.0,0.6586337560083496,0.2408487474309838,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.8021447823814355,3.0,0.0,3.0,3.0,2.0,0.6675930426711991,1.0,2.0,0.8630543739971822,0.9978336943842693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,2.0,3.0,5.0,0.8170067533818015,0.0,1.0,0.7937005259840999,0.25590179414542014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.5443389820889641,3.0,0.0,2.0,3.0,4.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.323890462700661,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,0.5227579585747102,0.312725656834972,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.7079626242926971,1.0,0.0,3.0,3.0,3.0,0.8170067533818015,0.0,1.0,0.5227579585747102,0.2295173026717769,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.5443389820889641,3.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,0.5227579585747102,0.35355218574682,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.76722388365781,1.0,1.0,2.0,3.0,5.0,0.36132088562135234,0.0,1.0,0.0,0.2761761928567461,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.7485035874053629,1.0,1.0,3.0,3.0,2.0,0.21235725311019937,0.0,4.0,0.7937005259840999,0.28989612842304063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5053195481928564,1.0,1.0,3.0,3.0,3.0,0.9431809380942757,0.0,2.0,0.5227579585747102,0.8651335888463035,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5784464838569775,1.0,0.0,3.0,4.0,2.0,0.21235725311019937,0.0,1.0,0.5227579585747102,0.26723323890462714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6089460000067677,1.0,1.0,2.0,4.0,5.0,0.7458709416978777,0.0,5.0,0.8630543739971822,0.4364272621229795,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6858241418122342,1.0,0.0,2.0,4.0,5.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.3232794534244292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.834264192788557,1.0,1.0,3.0,2.0,3.0,0.5800551431734993,0.0,1.0,0.5227579585747102,0.46292284619230134,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,3.0,3.0,3.0,0.7458709416978777,0.0,1.0,0.0,0.6636671665833472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.40107239119071775,1.0,1.0,2.0,3.0,2.0,0.21235725311019937,0.0,1.0,0.7094917059851921,0.23551630283841588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7850726630193806,1.0,0.0,2.0,2.0,5.0,0.4799106264015933,1.0,1.0,0.5227579585747102,0.4690884852524579,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.40107239119071775,3.0,1.0,2.0,3.0,2.0,0.36132088562135234,0.0,1.0,0.5227579585747102,0.4905293562184081,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.5227579585747102,0.3776037327112148,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9182265569818722,1.0,1.0,2.0,3.0,2.0,0.21235725311019937,0.0,1.0,0.0,0.25679053491084813,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
